shift_id,date,staff_id,staff_name,role,shift_start,hours_worked,hourly_rate,labour_cost,is_weekend,is_event_day
SH20231222S010,2023-12-22,S010,Liam McCarthy,Kitchen,11,6,15.0,90.0,False,False
SH20231222S004,2023-12-22,S004,Declan Byrne,Supervisor,11,7,18.0,126.0,False,False
SH20231222S001,2023-12-22,S001,Aoife Murphy,Bartender,13,7,14.5,101.5,False,False
SH20231222S006,2023-12-22,S006,Seamus Connolly,Floor Staff,12,7,13.5,94.5,False,False
SH20231223S010,2023-12-23,S010,Liam McCarthy,Kitchen,12,6,15.0,90.0,True,False
SH20231223S006,2023-12-23,S006,Seamus Connolly,Floor Staff,13,6,13.5,81.0,True,False
SH20231223S001,2023-12-23,S001,Aoife Murphy,Bartender,13,6,14.5,87.0,True,False
SH20231223S009,2023-12-23,S009,Emma Burke,Kitchen,13,8,15.0,120.0,True,False
SH20231223S008,2023-12-23,S008,Patrick Hennessy,Supervisor,13,8,18.0,144.0,True,False
SH20231223S003,2023-12-23,S003,Siobhan Kelly,Bartender,12,7,14.5,101.5,True,False
SH20231224S001,2023-12-24,S001,Aoife Murphy,Bartender,11,6,14.5,87.0,True,False
SH20231224S007,2023-12-24,S007,Roisin Doyle,Floor Staff,13,8,13.5,108.0,True,False
SH20231224S005,2023-12-24,S005,Niamh Walsh,Bartender,17,8,14.5,116.0,True,False
SH20231224S002,2023-12-24,S002,Cian O'Sullivan,Bartender,13,8,14.5,116.0,True,False
SH20231224S006,2023-12-24,S006,Seamus Connolly,Floor Staff,17,7,13.5,94.5,True,False
SH20231224S010,2023-12-24,S010,Liam McCarthy,Kitchen,11,7,15.0,105.0,True,False
SH20231224S009,2023-12-24,S009,Emma Burke,Kitchen,13,6,15.0,90.0,True,False
SH20231225S009,2023-12-25,S009,Emma Burke,Kitchen,11,6,15.0,90.0,False,True
SH20231225S007,2023-12-25,S007,Roisin Doyle,Floor Staff,11,8,13.5,108.0,False,True
SH20231225S005,2023-12-25,S005,Niamh Walsh,Bartender,17,6,14.5,87.0,False,True
SH20231225S003,2023-12-25,S003,Siobhan Kelly,Bartender,17,6,14.5,87.0,False,True
SH20231225S008,2023-12-25,S008,Patrick Hennessy,Supervisor,13,6,18.0,108.0,False,True
SH20231225S002,2023-12-25,S002,Cian O'Sullivan,Bartender,11,7,14.5,101.5,False,True
SH20231225S010,2023-12-25,S010,Liam McCarthy,Kitchen,13,7,15.0,105.0,False,True
SH20231225S006,2023-12-25,S006,Seamus Connolly,Floor Staff,13,8,13.5,108.0,False,True
SH20231226S006,2023-12-26,S006,Seamus Connolly,Floor Staff,17,6,13.5,81.0,False,False
SH20231226S007,2023-12-26,S007,Roisin Doyle,Floor Staff,12,5,13.5,67.5,False,False
SH20231227S008,2023-12-27,S008,Patrick Hennessy,Supervisor,11,6,18.0,108.0,False,False
SH20231227S003,2023-12-27,S003,Siobhan Kelly,Bartender,13,6,14.5,87.0,False,False
SH20231227S009,2023-12-27,S009,Emma Burke,Kitchen,13,5,15.0,75.0,False,False
SH20231228S007,2023-12-28,S007,Roisin Doyle,Floor Staff,11,5,13.5,67.5,False,False
SH20231228S009,2023-12-28,S009,Emma Burke,Kitchen,17,6,15.0,90.0,False,False
SH20231228S004,2023-12-28,S004,Declan Byrne,Supervisor,12,5,18.0,90.0,False,False
SH20231228S005,2023-12-28,S005,Niamh Walsh,Bartender,11,5,14.5,72.5,False,False
SH20231229S008,2023-12-29,S008,Patrick Hennessy,Supervisor,11,7,18.0,126.0,False,False
SH20231229S004,2023-12-29,S004,Declan Byrne,Supervisor,17,6,18.0,108.0,False,False
SH20231229S003,2023-12-29,S003,Siobhan Kelly,Bartender,17,8,14.5,116.0,False,False
SH20231229S005,2023-12-29,S005,Niamh Walsh,Bartender,13,8,14.5,116.0,False,False
SH20231229S001,2023-12-29,S001,Aoife Murphy,Bartender,12,6,14.5,87.0,False,False
SH20231229S010,2023-12-29,S010,Liam McCarthy,Kitchen,17,6,15.0,90.0,False,False
SH20231230S004,2023-12-30,S004,Declan Byrne,Supervisor,12,8,18.0,144.0,True,False
SH20231230S002,2023-12-30,S002,Cian O'Sullivan,Bartender,17,8,14.5,116.0,True,False
SH20231230S006,2023-12-30,S006,Seamus Connolly,Floor Staff,13,8,13.5,108.0,True,False
SH20231230S005,2023-12-30,S005,Niamh Walsh,Bartender,17,7,14.5,101.5,True,False
SH20231230S001,2023-12-30,S001,Aoife Murphy,Bartender,13,8,14.5,116.0,True,False
SH20231231S002,2023-12-31,S002,Cian O'Sullivan,Bartender,12,6,14.5,87.0,True,True
SH20231231S003,2023-12-31,S003,Siobhan Kelly,Bartender,11,8,14.5,116.0,True,True
SH20231231S007,2023-12-31,S007,Roisin Doyle,Floor Staff,12,6,13.5,81.0,True,True
SH20231231S010,2023-12-31,S010,Liam McCarthy,Kitchen,17,7,15.0,105.0,True,True
SH20231231S005,2023-12-31,S005,Niamh Walsh,Bartender,12,7,14.5,101.5,True,True
SH20231231S006,2023-12-31,S006,Seamus Connolly,Floor Staff,17,8,13.5,108.0,True,True
SH20231231S001,2023-12-31,S001,Aoife Murphy,Bartender,12,6,14.5,87.0,True,True
SH20240101S001,2024-01-01,S001,Aoife Murphy,Bartender,12,6,14.5,87.0,False,False
SH20240101S003,2024-01-01,S003,Siobhan Kelly,Bartender,13,6,14.5,87.0,False,False
SH20240102S001,2024-01-02,S001,Aoife Murphy,Bartender,11,6,14.5,87.0,False,False
SH20240102S010,2024-01-02,S010,Liam McCarthy,Kitchen,12,6,15.0,90.0,False,False
SH20240102S006,2024-01-02,S006,Seamus Connolly,Floor Staff,17,6,13.5,81.0,False,False
SH20240102S003,2024-01-02,S003,Siobhan Kelly,Bartender,12,6,14.5,87.0,False,False
SH20240103S008,2024-01-03,S008,Patrick Hennessy,Supervisor,12,5,18.0,90.0,False,False
SH20240103S005,2024-01-03,S005,Niamh Walsh,Bartender,11,5,14.5,72.5,False,False
SH20240103S004,2024-01-03,S004,Declan Byrne,Supervisor,11,5,18.0,90.0,False,False
SH20240104S005,2024-01-04,S005,Niamh Walsh,Bartender,17,5,14.5,72.5,False,False
SH20240104S003,2024-01-04,S003,Siobhan Kelly,Bartender,13,5,14.5,72.5,False,False
SH20240104S009,2024-01-04,S009,Emma Burke,Kitchen,11,5,15.0,75.0,False,False
SH20240104S008,2024-01-04,S008,Patrick Hennessy,Supervisor,11,5,18.0,90.0,False,False
SH20240105S002,2024-01-05,S002,Cian O'Sullivan,Bartender,12,7,14.5,101.5,False,False
SH20240105S009,2024-01-05,S009,Emma Burke,Kitchen,17,8,15.0,120.0,False,False
SH20240105S003,2024-01-05,S003,Siobhan Kelly,Bartender,11,8,14.5,116.0,False,False
SH20240105S008,2024-01-05,S008,Patrick Hennessy,Supervisor,13,6,18.0,108.0,False,False
SH20240105S004,2024-01-05,S004,Declan Byrne,Supervisor,11,7,18.0,126.0,False,False
SH20240105S001,2024-01-05,S001,Aoife Murphy,Bartender,12,8,14.5,116.0,False,False
SH20240106S005,2024-01-06,S005,Niamh Walsh,Bartender,12,6,14.5,87.0,True,False
SH20240106S010,2024-01-06,S010,Liam McCarthy,Kitchen,13,6,15.0,90.0,True,False
SH20240106S006,2024-01-06,S006,Seamus Connolly,Floor Staff,13,6,13.5,81.0,True,False
SH20240106S001,2024-01-06,S001,Aoife Murphy,Bartender,12,6,14.5,87.0,True,False
SH20240106S009,2024-01-06,S009,Emma Burke,Kitchen,11,8,15.0,120.0,True,False
SH20240107S010,2024-01-07,S010,Liam McCarthy,Kitchen,17,7,15.0,105.0,True,False
SH20240107S002,2024-01-07,S002,Cian O'Sullivan,Bartender,17,7,14.5,101.5,True,False
SH20240107S001,2024-01-07,S001,Aoife Murphy,Bartender,13,7,14.5,101.5,True,False
SH20240107S007,2024-01-07,S007,Roisin Doyle,Floor Staff,13,7,13.5,94.5,True,False
SH20240107S003,2024-01-07,S003,Siobhan Kelly,Bartender,17,8,14.5,116.0,True,False
SH20240108S004,2024-01-08,S004,Declan Byrne,Supervisor,12,5,18.0,90.0,False,False
SH20240108S010,2024-01-08,S010,Liam McCarthy,Kitchen,13,5,15.0,75.0,False,False
SH20240108S009,2024-01-08,S009,Emma Burke,Kitchen,12,6,15.0,90.0,False,False
SH20240108S008,2024-01-08,S008,Patrick Hennessy,Supervisor,17,5,18.0,90.0,False,False
SH20240109S008,2024-01-09,S008,Patrick Hennessy,Supervisor,17,6,18.0,108.0,False,False
SH20240109S003,2024-01-09,S003,Siobhan Kelly,Bartender,13,5,14.5,72.5,False,False
SH20240109S002,2024-01-09,S002,Cian O'Sullivan,Bartender,11,6,14.5,87.0,False,False
SH20240110S010,2024-01-10,S010,Liam McCarthy,Kitchen,12,5,15.0,75.0,False,False
SH20240110S005,2024-01-10,S005,Niamh Walsh,Bartender,13,6,14.5,87.0,False,False
SH20240110S007,2024-01-10,S007,Roisin Doyle,Floor Staff,13,5,13.5,67.5,False,False
SH20240110S006,2024-01-10,S006,Seamus Connolly,Floor Staff,11,6,13.5,81.0,False,False
SH20240111S004,2024-01-11,S004,Declan Byrne,Supervisor,12,5,18.0,90.0,False,False
SH20240111S008,2024-01-11,S008,Patrick Hennessy,Supervisor,12,5,18.0,90.0,False,False
SH20240111S007,2024-01-11,S007,Roisin Doyle,Floor Staff,17,5,13.5,67.5,False,False
SH20240112S001,2024-01-12,S001,Aoife Murphy,Bartender,11,8,14.5,116.0,False,False
SH20240112S008,2024-01-12,S008,Patrick Hennessy,Supervisor,12,7,18.0,126.0,False,False
SH20240112S006,2024-01-12,S006,Seamus Connolly,Floor Staff,12,8,13.5,108.0,False,False
SH20240112S005,2024-01-12,S005,Niamh Walsh,Bartender,12,7,14.5,101.5,False,False
SH20240112S009,2024-01-12,S009,Emma Burke,Kitchen,11,6,15.0,90.0,False,False
SH20240113S004,2024-01-13,S004,Declan Byrne,Supervisor,13,8,18.0,144.0,True,False
SH20240113S009,2024-01-13,S009,Emma Burke,Kitchen,11,8,15.0,120.0,True,False
SH20240113S003,2024-01-13,S003,Siobhan Kelly,Bartender,11,7,14.5,101.5,True,False
SH20240113S010,2024-01-13,S010,Liam McCarthy,Kitchen,12,8,15.0,120.0,True,False
SH20240113S002,2024-01-13,S002,Cian O'Sullivan,Bartender,17,7,14.5,101.5,True,False
SH20240113S001,2024-01-13,S001,Aoife Murphy,Bartender,12,6,14.5,87.0,True,False
SH20240113S007,2024-01-13,S007,Roisin Doyle,Floor Staff,13,7,13.5,94.5,True,False
SH20240113S006,2024-01-13,S006,Seamus Connolly,Floor Staff,17,8,13.5,108.0,True,False
SH20240114S010,2024-01-14,S010,Liam McCarthy,Kitchen,13,6,15.0,90.0,True,False
SH20240114S005,2024-01-14,S005,Niamh Walsh,Bartender,13,6,14.5,87.0,True,False
SH20240114S009,2024-01-14,S009,Emma Burke,Kitchen,11,8,15.0,120.0,True,False
SH20240114S004,2024-01-14,S004,Declan Byrne,Supervisor,13,6,18.0,108.0,True,False
SH20240114S008,2024-01-14,S008,Patrick Hennessy,Supervisor,12,8,18.0,144.0,True,False
SH20240114S001,2024-01-14,S001,Aoife Murphy,Bartender,11,7,14.5,101.5,True,False
SH20240115S007,2024-01-15,S007,Roisin Doyle,Floor Staff,12,5,13.5,67.5,False,False
SH20240115S008,2024-01-15,S008,Patrick Hennessy,Supervisor,13,6,18.0,108.0,False,False
SH20240115S009,2024-01-15,S009,Emma Burke,Kitchen,17,6,15.0,90.0,False,False
SH20240116S009,2024-01-16,S009,Emma Burke,Kitchen,17,6,15.0,90.0,False,False
SH20240116S002,2024-01-16,S002,Cian O'Sullivan,Bartender,12,5,14.5,72.5,False,False
SH20240117S004,2024-01-17,S004,Declan Byrne,Supervisor,12,5,18.0,90.0,False,False
SH20240117S007,2024-01-17,S007,Roisin Doyle,Floor Staff,12,5,13.5,67.5,False,False
SH20240118S008,2024-01-18,S008,Patrick Hennessy,Supervisor,13,6,18.0,108.0,False,False
SH20240118S003,2024-01-18,S003,Siobhan Kelly,Bartender,17,5,14.5,72.5,False,False
SH20240119S002,2024-01-19,S002,Cian O'Sullivan,Bartender,13,6,14.5,87.0,False,False
SH20240119S010,2024-01-19,S010,Liam McCarthy,Kitchen,12,7,15.0,105.0,False,False
SH20240119S001,2024-01-19,S001,Aoife Murphy,Bartender,11,7,14.5,101.5,False,False
SH20240119S006,2024-01-19,S006,Seamus Connolly,Floor Staff,13,6,13.5,81.0,False,False
SH20240119S009,2024-01-19,S009,Emma Burke,Kitchen,13,6,15.0,90.0,False,False
SH20240119S005,2024-01-19,S005,Niamh Walsh,Bartender,12,7,14.5,101.5,False,False
SH20240119S007,2024-01-19,S007,Roisin Doyle,Floor Staff,12,8,13.5,108.0,False,False
SH20240120S009,2024-01-20,S009,Emma Burke,Kitchen,12,8,15.0,120.0,True,False
SH20240120S003,2024-01-20,S003,Siobhan Kelly,Bartender,17,6,14.5,87.0,True,False
SH20240120S007,2024-01-20,S007,Roisin Doyle,Floor Staff,17,7,13.5,94.5,True,False
SH20240120S005,2024-01-20,S005,Niamh Walsh,Bartender,11,6,14.5,87.0,True,False
SH20240120S008,2024-01-20,S008,Patrick Hennessy,Supervisor,17,8,18.0,144.0,True,False
SH20240120S002,2024-01-20,S002,Cian O'Sullivan,Bartender,13,6,14.5,87.0,True,False
SH20240121S008,2024-01-21,S008,Patrick Hennessy,Supervisor,17,8,18.0,144.0,True,False
SH20240121S002,2024-01-21,S002,Cian O'Sullivan,Bartender,12,8,14.5,116.0,True,False
SH20240121S004,2024-01-21,S004,Declan Byrne,Supervisor,12,6,18.0,108.0,True,False
SH20240121S003,2024-01-21,S003,Siobhan Kelly,Bartender,11,7,14.5,101.5,True,False
SH20240121S007,2024-01-21,S007,Roisin Doyle,Floor Staff,17,6,13.5,81.0,True,False
SH20240121S009,2024-01-21,S009,Emma Burke,Kitchen,12,7,15.0,105.0,True,False
SH20240121S010,2024-01-21,S010,Liam McCarthy,Kitchen,12,7,15.0,105.0,True,False
SH20240122S001,2024-01-22,S001,Aoife Murphy,Bartender,11,6,14.5,87.0,False,False
SH20240122S007,2024-01-22,S007,Roisin Doyle,Floor Staff,17,6,13.5,81.0,False,False
SH20240122S010,2024-01-22,S010,Liam McCarthy,Kitchen,17,5,15.0,75.0,False,False
SH20240123S001,2024-01-23,S001,Aoife Murphy,Bartender,17,5,14.5,72.5,False,False
SH20240123S010,2024-01-23,S010,Liam McCarthy,Kitchen,12,5,15.0,75.0,False,False
SH20240124S002,2024-01-24,S002,Cian O'Sullivan,Bartender,17,6,14.5,87.0,False,False
SH20240124S003,2024-01-24,S003,Siobhan Kelly,Bartender,17,6,14.5,87.0,False,False
SH20240124S009,2024-01-24,S009,Emma Burke,Kitchen,17,5,15.0,75.0,False,False
SH20240125S008,2024-01-25,S008,Patrick Hennessy,Supervisor,11,6,18.0,108.0,False,False
SH20240125S006,2024-01-25,S006,Seamus Connolly,Floor Staff,13,5,13.5,67.5,False,False
SH20240125S009,2024-01-25,S009,Emma Burke,Kitchen,12,6,15.0,90.0,False,False
SH20240126S006,2024-01-26,S006,Seamus Connolly,Floor Staff,17,8,13.5,108.0,False,False
SH20240126S001,2024-01-26,S001,Aoife Murphy,Bartender,13,6,14.5,87.0,False,False
SH20240126S003,2024-01-26,S003,Siobhan Kelly,Bartender,12,7,14.5,101.5,False,False
SH20240126S004,2024-01-26,S004,Declan Byrne,Supervisor,11,7,18.0,126.0,False,False
SH20240126S007,2024-01-26,S007,Roisin Doyle,Floor Staff,13,6,13.5,81.0,False,False
SH20240126S002,2024-01-26,S002,Cian O'Sullivan,Bartender,17,6,14.5,87.0,False,False
SH20240126S005,2024-01-26,S005,Niamh Walsh,Bartender,11,6,14.5,87.0,False,False
SH20240127S010,2024-01-27,S010,Liam McCarthy,Kitchen,11,7,15.0,105.0,True,False
SH20240127S009,2024-01-27,S009,Emma Burke,Kitchen,17,8,15.0,120.0,True,False
SH20240127S002,2024-01-27,S002,Cian O'Sullivan,Bartender,11,8,14.5,116.0,True,False
SH20240127S008,2024-01-27,S008,Patrick Hennessy,Supervisor,12,8,18.0,144.0,True,False
SH20240127S006,2024-01-27,S006,Seamus Connolly,Floor Staff,13,7,13.5,94.5,True,False
SH20240127S003,2024-01-27,S003,Siobhan Kelly,Bartender,17,7,14.5,101.5,True,False
SH20240127S004,2024-01-27,S004,Declan Byrne,Supervisor,11,8,18.0,144.0,True,False
SH20240128S006,2024-01-28,S006,Seamus Connolly,Floor Staff,17,7,13.5,94.5,True,False
SH20240128S002,2024-01-28,S002,Cian O'Sullivan,Bartender,12,6,14.5,87.0,True,False
SH20240128S010,2024-01-28,S010,Liam McCarthy,Kitchen,11,7,15.0,105.0,True,False
SH20240128S008,2024-01-28,S008,Patrick Hennessy,Supervisor,17,6,18.0,108.0,True,False
SH20240128S005,2024-01-28,S005,Niamh Walsh,Bartender,13,6,14.5,87.0,True,False
SH20240128S009,2024-01-28,S009,Emma Burke,Kitchen,11,6,15.0,90.0,True,False
SH20240129S002,2024-01-29,S002,Cian O'Sullivan,Bartender,11,6,14.5,87.0,False,False
SH20240129S004,2024-01-29,S004,Declan Byrne,Supervisor,17,5,18.0,90.0,False,False
SH20240130S003,2024-01-30,S003,Siobhan Kelly,Bartender,11,6,14.5,87.0,False,False
SH20240130S007,2024-01-30,S007,Roisin Doyle,Floor Staff,12,5,13.5,67.5,False,False
SH20240131S010,2024-01-31,S010,Liam McCarthy,Kitchen,17,6,15.0,90.0,False,False
SH20240131S002,2024-01-31,S002,Cian O'Sullivan,Bartender,13,6,14.5,87.0,False,False
SH20240131S006,2024-01-31,S006,Seamus Connolly,Floor Staff,13,5,13.5,67.5,False,False
SH20240131S004,2024-01-31,S004,Declan Byrne,Supervisor,11,5,18.0,90.0,False,False
SH20240201S002,2024-02-01,S002,Cian O'Sullivan,Bartender,13,5,14.5,72.5,False,False
SH20240201S001,2024-02-01,S001,Aoife Murphy,Bartender,13,5,14.5,72.5,False,False
SH20240202S004,2024-02-02,S004,Declan Byrne,Supervisor,13,6,18.0,108.0,False,False
SH20240202S002,2024-02-02,S002,Cian O'Sullivan,Bartender,12,6,14.5,87.0,False,False
SH20240202S003,2024-02-02,S003,Siobhan Kelly,Bartender,17,6,14.5,87.0,False,False
SH20240202S005,2024-02-02,S005,Niamh Walsh,Bartender,12,7,14.5,101.5,False,False
SH20240202S007,2024-02-02,S007,Roisin Doyle,Floor Staff,11,8,13.5,108.0,False,False
SH20240202S010,2024-02-02,S010,Liam McCarthy,Kitchen,17,7,15.0,105.0,False,False
SH20240202S001,2024-02-02,S001,Aoife Murphy,Bartender,13,8,14.5,116.0,False,False
SH20240202S009,2024-02-02,S009,Emma Burke,Kitchen,13,6,15.0,90.0,False,False
SH20240203S004,2024-02-03,S004,Declan Byrne,Supervisor,11,7,18.0,126.0,True,False
SH20240203S007,2024-02-03,S007,Roisin Doyle,Floor Staff,11,8,13.5,108.0,True,False
SH20240203S005,2024-02-03,S005,Niamh Walsh,Bartender,11,7,14.5,101.5,True,False
SH20240203S002,2024-02-03,S002,Cian O'Sullivan,Bartender,11,7,14.5,101.5,True,False
SH20240203S010,2024-02-03,S010,Liam McCarthy,Kitchen,11,6,15.0,90.0,True,False
SH20240203S006,2024-02-03,S006,Seamus Connolly,Floor Staff,12,7,13.5,94.5,True,False
SH20240203S008,2024-02-03,S008,Patrick Hennessy,Supervisor,13,6,18.0,108.0,True,False
SH20240203S003,2024-02-03,S003,Siobhan Kelly,Bartender,11,7,14.5,101.5,True,False
SH20240204S009,2024-02-04,S009,Emma Burke,Kitchen,11,6,15.0,90.0,True,False
SH20240204S002,2024-02-04,S002,Cian O'Sullivan,Bartender,13,8,14.5,116.0,True,False
SH20240204S001,2024-02-04,S001,Aoife Murphy,Bartender,11,8,14.5,116.0,True,False
SH20240204S003,2024-02-04,S003,Siobhan Kelly,Bartender,11,6,14.5,87.0,True,False
SH20240204S010,2024-02-04,S010,Liam McCarthy,Kitchen,13,6,15.0,90.0,True,False
SH20240204S007,2024-02-04,S007,Roisin Doyle,Floor Staff,12,6,13.5,81.0,True,False
SH20240204S004,2024-02-04,S004,Declan Byrne,Supervisor,13,6,18.0,108.0,True,False
SH20240204S005,2024-02-04,S005,Niamh Walsh,Bartender,12,7,14.5,101.5,True,False
SH20240205S005,2024-02-05,S005,Niamh Walsh,Bartender,13,6,14.5,87.0,False,False
SH20240205S001,2024-02-05,S001,Aoife Murphy,Bartender,17,5,14.5,72.5,False,False
SH20240206S007,2024-02-06,S007,Roisin Doyle,Floor Staff,11,5,13.5,67.5,False,False
SH20240206S003,2024-02-06,S003,Siobhan Kelly,Bartender,17,6,14.5,87.0,False,False
SH20240207S003,2024-02-07,S003,Siobhan Kelly,Bartender,12,5,14.5,72.5,False,False
SH20240207S001,2024-02-07,S001,Aoife Murphy,Bartender,17,5,14.5,72.5,False,False
SH20240207S007,2024-02-07,S007,Roisin Doyle,Floor Staff,12,6,13.5,81.0,False,False
SH20240208S005,2024-02-08,S005,Niamh Walsh,Bartender,17,6,14.5,87.0,False,False
SH20240208S001,2024-02-08,S001,Aoife Murphy,Bartender,11,5,14.5,72.5,False,False
SH20240209S003,2024-02-09,S003,Siobhan Kelly,Bartender,13,6,14.5,87.0,False,False
SH20240209S009,2024-02-09,S009,Emma Burke,Kitchen,12,7,15.0,105.0,False,False
SH20240209S008,2024-02-09,S008,Patrick Hennessy,Supervisor,11,6,18.0,108.0,False,False
SH20240209S010,2024-02-09,S010,Liam McCarthy,Kitchen,13,8,15.0,120.0,False,False
SH20240209S007,2024-02-09,S007,Roisin Doyle,Floor Staff,17,8,13.5,108.0,False,False
SH20240209S001,2024-02-09,S001,Aoife Murphy,Bartender,11,8,14.5,116.0,False,False
SH20240209S004,2024-02-09,S004,Declan Byrne,Supervisor,17,8,18.0,144.0,False,False
SH20240209S006,2024-02-09,S006,Seamus Connolly,Floor Staff,17,7,13.5,94.5,False,False
SH20240210S004,2024-02-10,S004,Declan Byrne,Supervisor,12,6,18.0,108.0,True,True
SH20240210S005,2024-02-10,S005,Niamh Walsh,Bartender,17,8,14.5,116.0,True,True
SH20240210S003,2024-02-10,S003,Siobhan Kelly,Bartender,12,7,14.5,101.5,True,True
SH20240210S001,2024-02-10,S001,Aoife Murphy,Bartender,17,6,14.5,87.0,True,True
SH20240210S006,2024-02-10,S006,Seamus Connolly,Floor Staff,11,6,13.5,81.0,True,True
SH20240211S009,2024-02-11,S009,Emma Burke,Kitchen,11,8,15.0,120.0,True,False
SH20240211S002,2024-02-11,S002,Cian O'Sullivan,Bartender,12,6,14.5,87.0,True,False
SH20240211S010,2024-02-11,S010,Liam McCarthy,Kitchen,17,8,15.0,120.0,True,False
SH20240211S007,2024-02-11,S007,Roisin Doyle,Floor Staff,11,8,13.5,108.0,True,False
SH20240211S008,2024-02-11,S008,Patrick Hennessy,Supervisor,11,6,18.0,108.0,True,False
SH20240211S004,2024-02-11,S004,Declan Byrne,Supervisor,13,8,18.0,144.0,True,False
SH20240212S005,2024-02-12,S005,Niamh Walsh,Bartender,17,5,14.5,72.5,False,False
SH20240212S007,2024-02-12,S007,Roisin Doyle,Floor Staff,13,6,13.5,81.0,False,False
SH20240212S001,2024-02-12,S001,Aoife Murphy,Bartender,13,6,14.5,87.0,False,False
SH20240213S007,2024-02-13,S007,Roisin Doyle,Floor Staff,11,6,13.5,81.0,False,False
SH20240213S006,2024-02-13,S006,Seamus Connolly,Floor Staff,12,5,13.5,67.5,False,False
SH20240213S009,2024-02-13,S009,Emma Burke,Kitchen,13,6,15.0,90.0,False,False
SH20240213S003,2024-02-13,S003,Siobhan Kelly,Bartender,11,6,14.5,87.0,False,False
SH20240214S004,2024-02-14,S004,Declan Byrne,Supervisor,12,6,18.0,108.0,False,False
SH20240214S006,2024-02-14,S006,Seamus Connolly,Floor Staff,13,6,13.5,81.0,False,False
SH20240214S008,2024-02-14,S008,Patrick Hennessy,Supervisor,17,6,18.0,108.0,False,False
SH20240214S007,2024-02-14,S007,Roisin Doyle,Floor Staff,17,5,13.5,67.5,False,False
SH20240215S010,2024-02-15,S010,Liam McCarthy,Kitchen,17,6,15.0,90.0,False,False
SH20240215S001,2024-02-15,S001,Aoife Murphy,Bartender,12,6,14.5,87.0,False,False
SH20240215S002,2024-02-15,S002,Cian O'Sullivan,Bartender,12,5,14.5,72.5,False,False
SH20240216S003,2024-02-16,S003,Siobhan Kelly,Bartender,12,6,14.5,87.0,False,False
SH20240216S006,2024-02-16,S006,Seamus Connolly,Floor Staff,17,6,13.5,81.0,False,False
SH20240216S009,2024-02-16,S009,Emma Burke,Kitchen,17,7,15.0,105.0,False,False
SH20240216S002,2024-02-16,S002,Cian O'Sullivan,Bartender,17,7,14.5,101.5,False,False
SH20240216S010,2024-02-16,S010,Liam McCarthy,Kitchen,11,8,15.0,120.0,False,False
SH20240216S004,2024-02-16,S004,Declan Byrne,Supervisor,12,7,18.0,126.0,False,False
SH20240216S008,2024-02-16,S008,Patrick Hennessy,Supervisor,12,6,18.0,108.0,False,False
SH20240217S005,2024-02-17,S005,Niamh Walsh,Bartender,12,6,14.5,87.0,True,False
SH20240217S007,2024-02-17,S007,Roisin Doyle,Floor Staff,11,6,13.5,81.0,True,False
SH20240217S010,2024-02-17,S010,Liam McCarthy,Kitchen,17,8,15.0,120.0,True,False
SH20240217S001,2024-02-17,S001,Aoife Murphy,Bartender,17,8,14.5,116.0,True,False
SH20240217S009,2024-02-17,S009,Emma Burke,Kitchen,17,7,15.0,105.0,True,False
SH20240217S008,2024-02-17,S008,Patrick Hennessy,Supervisor,11,7,18.0,126.0,True,False
SH20240217S006,2024-02-17,S006,Seamus Connolly,Floor Staff,12,8,13.5,108.0,True,False
SH20240218S008,2024-02-18,S008,Patrick Hennessy,Supervisor,11,6,18.0,108.0,True,False
SH20240218S010,2024-02-18,S010,Liam McCarthy,Kitchen,11,8,15.0,120.0,True,False
SH20240218S004,2024-02-18,S004,Declan Byrne,Supervisor,17,7,18.0,126.0,True,False
SH20240218S002,2024-02-18,S002,Cian O'Sullivan,Bartender,17,8,14.5,116.0,True,False
SH20240218S001,2024-02-18,S001,Aoife Murphy,Bartender,13,7,14.5,101.5,True,False
SH20240218S007,2024-02-18,S007,Roisin Doyle,Floor Staff,12,7,13.5,94.5,True,False
SH20240219S002,2024-02-19,S002,Cian O'Sullivan,Bartender,11,6,14.5,87.0,False,False
SH20240219S005,2024-02-19,S005,Niamh Walsh,Bartender,17,5,14.5,72.5,False,False
SH20240220S006,2024-02-20,S006,Seamus Connolly,Floor Staff,13,5,13.5,67.5,False,False
SH20240220S007,2024-02-20,S007,Roisin Doyle,Floor Staff,12,5,13.5,67.5,False,False
SH20240220S008,2024-02-20,S008,Patrick Hennessy,Supervisor,12,6,18.0,108.0,False,False
SH20240220S009,2024-02-20,S009,Emma Burke,Kitchen,17,5,15.0,75.0,False,False
SH20240221S003,2024-02-21,S003,Siobhan Kelly,Bartender,12,6,14.5,87.0,False,False
SH20240221S006,2024-02-21,S006,Seamus Connolly,Floor Staff,12,5,13.5,67.5,False,False
SH20240222S003,2024-02-22,S003,Siobhan Kelly,Bartender,11,5,14.5,72.5,False,False
SH20240222S008,2024-02-22,S008,Patrick Hennessy,Supervisor,11,6,18.0,108.0,False,False
SH20240222S006,2024-02-22,S006,Seamus Connolly,Floor Staff,17,6,13.5,81.0,False,False
SH20240223S007,2024-02-23,S007,Roisin Doyle,Floor Staff,12,7,13.5,94.5,False,False
SH20240223S006,2024-02-23,S006,Seamus Connolly,Floor Staff,11,6,13.5,81.0,False,False
SH20240223S002,2024-02-23,S002,Cian O'Sullivan,Bartender,13,6,14.5,87.0,False,False
SH20240223S003,2024-02-23,S003,Siobhan Kelly,Bartender,17,8,14.5,116.0,False,False
