customer_id,first_name,last_name,email,join_date,total_visits,avg_spend_eur,total_spend_eur,loyalty_points,segment,preferred_category,is_active
C0476,Maeve,Walsh,maeve476@gmail.com,2024-06-09,75,28.79,2159.25,1050,VIP,Food,True
C0477,Aisling,Ryan,aisling477@gmail.com,2024-04-27,86,30.98,2664.28,688,VIP,Non-Alcoholic,True
C0478,Emma,Hennessy,emma478@gmail.com,2023-05-30,95,28.13,2672.35,1140,VIP,Wine,True
C0479,Patrick,Hennessy,patrick479@gmail.com,2023-11-24,7,71.21,498.47,56,Occasional,Food,True
C0480,Aoife,O'Sullivan,aoife480@gmail.com,2024-06-23,119,69.35,8252.65,595,VIP,Draught Beer,True
C0481,Oisin,O'Sullivan,oisin481@gmail.com,2024-07-05,35,58.22,2037.7,385,Regular,Spirits,True
C0482,Patrick,Ryan,patrick482@gmail.com,2024-03-07,33,82.81,2732.73,396,Regular,Non-Alcoholic,True
C0483,Maeve,O'Brien,maeve483@gmail.com,2023-11-05,110,63.81,7019.1,1320,VIP,Non-Alcoholic,True
C0484,Emma,Brennan,emma.brennan@gmail.com,2023-12-16,33,48.12,1587.96,231,Regular,Non-Alcoholic,True
C0485,Sean,O'Sullivan,sean.osullivan@gmail.com,2024-03-26,61,32.76,1998.36,366,VIP,Wine,True
C0486,Sinead,Doyle,sinead486@gmail.com,2024-01-26,60,50.86,3051.6,300,VIP,Non-Alcoholic,True
C0487,Maeve,Ryan,maeve487@gmail.com,2023-09-30,79,74.24,5864.96,553,VIP,Wine,True
C0488,Conor,Burke,conor.burke@gmail.com,2023-08-24,87,46.5,4045.5,783,VIP,Wine,True
C0489,Fionn,McCarthy,fionn489@gmail.com,2023-09-24,70,73.61,5152.7,630,VIP,Food,True
C0490,Grainne,Connolly,grainne490@gmail.com,2024-06-20,99,79.68,7888.32,792,VIP,Draught Beer,True
C0491,Brendan,Ryan,brendan491@gmail.com,2023-11-03,89,25.97,2311.33,1335,VIP,Non-Alcoholic,True
C0492,Conor,Murphy,conor.murphy@gmail.com,2023-07-27,73,66.62,4863.26,1095,VIP,Draught Beer,True
C0493,Darragh,Hennessy,darragh493@gmail.com,2023-08-17,68,15.21,1034.28,952,VIP,Spirits,True
C0494,Patrick,Ryan,patrick494@gmail.com,2024-03-31,68,79.07,5376.76,612,VIP,Wine,True
C0495,Emma,O'Brien,emma495@gmail.com,2024-02-23,44,38.35,1687.4,264,Regular,Draught Beer,True
C0496,Declan,McCarthy,declan496@gmail.com,2023-10-17,23,58.59,1347.57,138,Regular,Spirits,True
C0497,Oisin,McCarthy,oisin497@gmail.com,2023-08-13,70,81.08,5675.6,840,VIP,Spirits,True
C0498,Caoimhe,Kavanagh,caoimhe498@gmail.com,2024-06-08,103,22.7,2338.1,618,VIP,Draught Beer,True
C0499,Jack,Connolly,jack499@gmail.com,2023-01-22,78,39.09,3049.02,1170,VIP,Non-Alcoholic,True
C0500,Jack,Walsh,jack500@gmail.com,2023-10-28,17,46.0,782.0,204,Occasional,Draught Beer,True
C0501,Jack,Byrne,jack.byrne@gmail.com,2023-11-24,16,82.39,1318.24,96,Occasional,Wine,True
C0502,Patrick,Kelly,patrick502@gmail.com,2024-03-15,62,79.42,4924.04,682,VIP,Food,True
C0503,Caoimhe,O'Sullivan,caoimhe.osullivan@gmail.com,2023-06-03,38,37.93,1441.34,228,Regular,Spirits,True
C0504,Declan,O'Brien,declan.obrien@gmail.com,2024-07-11,5,81.2,406.0,25,Occasional,Spirits,True
C0505,Sean,Doyle,sean505@gmail.com,2024-07-29,40,18.99,759.6,320,Regular,Spirits,True
C0506,Ciara,Kelly,ciara506@gmail.com,2024-02-24,73,41.58,3035.34,730,VIP,Spirits,True
C0507,Roisin,Murphy,roisin507@gmail.com,2024-08-19,60,59.42,3565.2,600,VIP,Wine,True
C0508,Orla,Burke,orla508@gmail.com,2023-02-15,7,55.97,391.79,63,Occasional,Draught Beer,True
C0509,Eoin,Connolly,eoin509@gmail.com,2023-05-12,118,43.14,5090.52,708,VIP,Non-Alcoholic,True
C0510,Cian,Byrne,cian510@gmail.com,2024-06-10,92,72.14,6636.88,1196,VIP,Food,True
C0511,Niamh,Walsh,niamh.walsh@gmail.com,2023-02-23,40,52.82,2112.8,200,Regular,Food,True
C0512,Aoife,Doyle,aoife512@gmail.com,2024-03-05,100,39.63,3963.0,700,VIP,Wine,True
C0513,Emma,Ryan,emma513@gmail.com,2023-03-01,68,49.07,3336.76,612,VIP,Spirits,True
C0514,Conor,Brennan,conor.brennan@gmail.com,2023-03-24,2,53.33,106.66,16,New,Wine,False
C0515,Maeve,Brennan,maeve.brennan@gmail.com,2024-04-02,39,75.5,2944.5,429,Regular,Food,True
C0516,Grainne,O'Sullivan,grainne516@gmail.com,2024-06-13,106,46.81,4961.86,848,VIP,Food,True
C0517,Jack,Murphy,jack517@gmail.com,2024-07-03,74,66.04,4886.96,592,VIP,Non-Alcoholic,True
C0518,Darragh,Brennan,darragh518@gmail.com,2024-06-25,33,20.16,665.28,495,Regular,Non-Alcoholic,True
C0519,Sean,Ryan,sean519@gmail.com,2024-02-16,95,49.15,4669.25,1330,VIP,Spirits,True
C0520,Sean,Burke,sean520@gmail.com,2024-04-02,15,58.69,880.35,225,Occasional,Wine,True
C0521,Aisling,Kavanagh,aisling.kavanagh@gmail.com,2023-12-16,7,20.22,141.54,42,Occasional,Non-Alcoholic,True
C0522,Brendan,Kelly,brendan.kelly@gmail.com,2023-09-14,105,55.89,5868.45,630,VIP,Non-Alcoholic,True
C0523,Roisin,Doyle,roisin523@gmail.com,2023-07-03,6,52.44,314.64,78,Occasional,Wine,True
C0524,Darragh,O'Sullivan,darragh524@gmail.com,2024-08-13,31,21.33,661.23,403,Regular,Wine,True
C0525,Darragh,McCarthy,darragh525@gmail.com,2023-04-22,74,58.17,4304.58,518,VIP,Spirits,True
C0526,Jack,Brennan,jack526@gmail.com,2023-05-09,86,48.85,4201.1,1290,VIP,Wine,True
C0527,Roisin,Connolly,roisin527@gmail.com,2023-10-12,27,26.63,719.01,405,Regular,Food,True
C0528,Siobhan,Byrne,siobhan528@gmail.com,2023-07-16,58,15.43,894.94,290,VIP,Wine,True
C0529,Roisin,Burke,roisin529@gmail.com,2024-07-29,112,51.86,5808.32,560,VIP,Wine,True
C0530,Darragh,O'Sullivan,darragh530@gmail.com,2023-03-05,31,18.66,578.46,403,Regular,Spirits,True
C0531,Jack,Connolly,jack531@gmail.com,2023-12-27,54,50.96,2751.84,756,VIP,Spirits,True
C0532,Conor,Walsh,conor.walsh@gmail.com,2024-03-05,38,72.8,2766.4,304,Regular,Spirits,True
C0533,Aisling,O'Brien,aisling533@gmail.com,2024-08-02,105,62.38,6549.9,840,VIP,Draught Beer,True
C0534,Roisin,Kavanagh,roisin534@gmail.com,2023-12-08,86,63.91,5496.26,516,VIP,Food,True
C0535,Cian,Connolly,cian535@gmail.com,2024-02-09,6,49.76,298.56,90,Occasional,Draught Beer,True
C0536,Grainne,Murphy,grainne536@gmail.com,2023-05-14,43,82.48,3546.64,602,Regular,Spirits,True
C0537,Grainne,Kelly,grainne537@gmail.com,2024-06-13,105,24.59,2581.95,1365,VIP,Wine,True
C0538,Caoimhe,Walsh,caoimhe538@gmail.com,2024-04-04,96,24.81,2381.76,864,VIP,Draught Beer,True
C0539,Sinead,Murphy,sinead539@gmail.com,2024-03-15,95,51.23,4866.85,475,VIP,Food,True
C0540,Grainne,O'Sullivan,grainne540@gmail.com,2024-02-03,26,50.16,1304.16,182,Regular,Spirits,True
C0541,Oisin,Doyle,oisin.doyle@gmail.com,2023-04-04,62,44.75,2774.5,868,VIP,Wine,True
C0542,Sinead,McCarthy,sinead542@gmail.com,2024-02-04,40,65.78,2631.2,200,Regular,Food,True
C0543,Emma,Brennan,emma543@gmail.com,2023-11-11,78,35.94,2803.32,390,VIP,Draught Beer,True
C0544,Caoimhe,Ryan,caoimhe544@gmail.com,2023-08-07,103,24.92,2566.76,721,VIP,Wine,True
C0545,Sinead,Murphy,sinead545@gmail.com,2023-09-24,93,70.9,6593.7,1023,VIP,Non-Alcoholic,True
C0546,Roisin,Doyle,roisin546@gmail.com,2023-04-22,38,44.99,1709.62,532,Regular,Spirits,True
C0547,Sean,Brennan,sean547@gmail.com,2023-07-20,25,44.48,1112.0,375,Regular,Spirits,True
C0548,Patrick,Ryan,patrick548@gmail.com,2023-05-27,105,71.75,7533.75,945,VIP,Non-Alcoholic,True
C0549,Sinead,Burke,sinead549@gmail.com,2024-02-03,47,42.85,2013.95,423,Regular,Non-Alcoholic,True
C0550,Sean,Burke,sean550@gmail.com,2023-04-02,89,80.21,7138.69,712,VIP,Wine,True
C0551,Patrick,Kelly,patrick551@gmail.com,2023-01-07,54,63.9,3450.6,540,VIP,Wine,True
C0552,Sean,Kavanagh,sean552@gmail.com,2023-01-11,65,21.38,1389.7,390,VIP,Spirits,True
C0553,Emma,O'Sullivan,emma553@gmail.com,2023-12-16,22,64.96,1429.12,264,Regular,Wine,True
C0554,Maeve,Murphy,maeve554@gmail.com,2023-02-15,44,67.5,2970.0,616,Regular,Wine,True
C0555,Jack,O'Sullivan,jack555@gmail.com,2023-04-06,118,44.51,5252.18,708,VIP,Food,True
C0556,Emma,Murphy,emma556@gmail.com,2024-07-23,27,31.76,857.52,162,Regular,Food,True
C0557,Niamh,Doyle,niamh557@gmail.com,2023-05-30,33,76.74,2532.42,330,Regular,Wine,True
C0558,Sean,Connolly,sean558@gmail.com,2023-01-19,20,20.02,400.4,280,Regular,Non-Alcoholic,True
C0559,Aisling,Connolly,aisling559@gmail.com,2024-04-16,69,38.01,2622.69,828,VIP,Wine,True
C0560,Jack,O'Sullivan,jack560@gmail.com,2023-04-20,35,39.99,1399.65,315,Regular,Non-Alcoholic,True
C0561,Caoimhe,Connolly,caoimhe.connolly@gmail.com,2023-08-16,76,63.84,4851.84,608,VIP,Non-Alcoholic,True
C0562,Ciara,Kavanagh,ciara562@gmail.com,2023-07-13,63,73.55,4633.65,882,VIP,Wine,True
C0563,Caoimhe,Doyle,caoimhe563@gmail.com,2023-12-11,115,18.79,2160.85,1380,VIP,Food,True
C0564,Fionn,Kavanagh,fionn564@gmail.com,2024-03-23,116,27.92,3238.72,1160,VIP,Spirits,True
C0565,Caoimhe,Murphy,caoimhe565@gmail.com,2024-08-15,48,83.32,3999.36,720,Regular,Wine,True
C0566,Jack,Walsh,jack566@gmail.com,2024-01-08,28,81.1,2270.8,280,Regular,Non-Alcoholic,True
C0567,Declan,McCarthy,declan567@gmail.com,2024-02-04,90,59.47,5352.3,540,VIP,Spirits,True
C0568,Grainne,Murphy,grainne568@gmail.com,2023-01-08,58,71.13,4125.54,580,VIP,Non-Alcoholic,True
C0569,Patrick,Doyle,patrick569@gmail.com,2023-07-17,7,50.2,351.4,98,Occasional,Food,True
C0570,Maeve,Hennessy,maeve570@gmail.com,2023-01-08,94,70.33,6611.02,1222,VIP,Spirits,True
C0571,Fionn,McCarthy,fionn571@gmail.com,2023-02-24,27,23.17,625.59,189,Regular,Wine,True
C0572,Ciara,Connolly,ciara572@gmail.com,2023-01-20,96,58.54,5619.84,1440,VIP,Wine,True
C0573,Oisin,Walsh,oisin573@gmail.com,2024-06-04,36,63.37,2281.32,504,Regular,Wine,True
C0574,Aisling,Murphy,aisling574@gmail.com,2023-12-31,19,70.45,1338.55,209,Occasional,Non-Alcoholic,True
C0575,Maeve,Burke,maeve575@gmail.com,2023-05-22,108,18.0,1944.0,1620,VIP,Non-Alcoholic,True
C0576,Liam,O'Brien,liam576@gmail.com,2024-01-22,79,50.01,3950.79,395,VIP,Spirits,True
C0577,Grainne,Doyle,grainne577@gmail.com,2023-11-09,86,72.84,6264.24,516,VIP,Draught Beer,True
C0578,Caoimhe,Byrne,caoimhe.byrne@gmail.com,2024-06-25,92,29.34,2699.28,1012,VIP,Food,True
C0579,Declan,Ryan,declan579@gmail.com,2024-01-04,88,26.8,2358.4,440,VIP,Food,True
C0580,Emma,Kelly,emma580@gmail.com,2023-08-28,1,75.8,75.8,14,New,Wine,False
C0581,Cian,Ryan,cian.ryan@gmail.com,2023-04-16,99,67.73,6705.27,1386,VIP,Spirits,True
C0582,Maeve,Brennan,maeve582@gmail.com,2023-11-23,115,50.16,5768.4,1265,VIP,Draught Beer,True
C0583,Liam,O'Brien,liam583@gmail.com,2024-02-06,53,45.73,2423.69,689,VIP,Food,True
C0584,Maeve,Kavanagh,maeve.kavanagh@gmail.com,2023-11-01,71,79.48,5643.08,355,VIP,Wine,True
C0585,Declan,Kelly,declan585@gmail.com,2023-01-12,22,79.47,1748.34,330,Regular,Non-Alcoholic,True
C0586,Maeve,Doyle,maeve586@gmail.com,2023-03-31,107,65.96,7057.72,1070,VIP,Non-Alcoholic,True
C0587,Sean,Hennessy,sean.hennessy@gmail.com,2023-11-10,45,17.33,779.85,540,Regular,Spirits,True
C0588,Maeve,Ryan,maeve588@gmail.com,2024-01-07,10,54.11,541.1,150,Occasional,Spirits,True
C0589,Niamh,Kelly,niamh589@gmail.com,2023-12-07,65,63.46,4124.9,455,VIP,Spirits,True
C0590,Ciara,Kavanagh,ciara590@gmail.com,2023-08-09,17,22.34,379.78,187,Occasional,Draught Beer,True
C0591,Orla,Hennessy,orla591@gmail.com,2023-11-15,12,42.72,512.64,180,Occasional,Draught Beer,True
C0592,Orla,Kelly,orla592@gmail.com,2023-05-24,57,62.85,3582.45,456,VIP,Food,True
C0593,Sinead,Kavanagh,sinead593@gmail.com,2024-04-15,70,16.15,1130.5,840,VIP,Non-Alcoholic,True
C0594,Aisling,Burke,aisling594@gmail.com,2023-08-02,7,32.19,225.33,77,Occasional,Wine,True
C0595,Patrick,McCarthy,patrick595@gmail.com,2023-05-26,99,41.16,4074.84,594,VIP,Spirits,True
C0596,Sean,Hennessy,sean596@gmail.com,2024-02-02,60,60.85,3651.0,360,VIP,Wine,True
C0597,Roisin,Byrne,roisin.byrne@gmail.com,2023-10-10,22,26.84,590.48,308,Regular,Non-Alcoholic,True
C0598,Fionn,Doyle,fionn598@gmail.com,2023-01-14,20,59.99,1199.8,140,Regular,Spirits,True
C0599,Roisin,Burke,roisin599@gmail.com,2024-08-12,2,77.38,154.76,18,New,Spirits,False
C0600,Orla,O'Brien,orla.obrien@gmail.com,2023-10-04,43,65.28,2807.04,344,Regular,Food,True
C0601,Fionn,Connolly,fionn601@gmail.com,2023-07-07,100,44.46,4446.0,1500,VIP,Spirits,True
C0602,Orla,Connolly,orla.connolly@gmail.com,2023-05-17,20,69.05,1381.0,140,Regular,Wine,True
C0603,Maeve,Kavanagh,maeve603@gmail.com,2023-10-31,102,65.54,6685.08,510,VIP,Draught Beer,True
C0604,Siobhan,Kelly,siobhan.kelly@gmail.com,2023-01-09,111,68.35,7586.85,1221,VIP,Spirits,True
C0605,Liam,Walsh,liam605@gmail.com,2024-02-24,36,48.88,1759.68,468,Regular,Food,True
C0606,Cian,O'Brien,cian606@gmail.com,2023-09-28,75,17.66,1324.5,825,VIP,Draught Beer,True
C0607,Maeve,Brennan,maeve607@gmail.com,2024-07-26,77,77.5,5967.5,693,VIP,Draught Beer,True
C0608,Patrick,Kelly,patrick608@gmail.com,2023-08-28,73,19.32,1410.36,730,VIP,Non-Alcoholic,True
C0609,Sinead,Ryan,sinead.ryan@gmail.com,2024-03-15,12,21.78,261.36,168,Occasional,Wine,True
C0610,Brendan,Connolly,brendan.connolly@gmail.com,2023-05-18,115,15.9,1828.5,690,VIP,Wine,True
C0611,Orla,Hennessy,orla611@gmail.com,2023-02-01,61,79.25,4834.25,854,VIP,Wine,True
C0612,Grainne,Kavanagh,grainne.kavanagh@gmail.com,2023-05-07,74,36.31,2686.94,444,VIP,Wine,True
C0613,Maeve,Byrne,maeve.byrne@gmail.com,2023-08-29,27,49.99,1349.73,243,Regular,Non-Alcoholic,True
C0614,Caoimhe,Burke,caoimhe614@gmail.com,2024-05-30,57,39.33,2241.81,342,VIP,Draught Beer,True
C0615,Grainne,Kavanagh,grainne615@gmail.com,2024-02-27,84,54.0,4536.0,840,VIP,Wine,True
C0616,Emma,Hennessy,emma616@gmail.com,2023-02-11,104,80.09,8329.36,1352,VIP,Wine,True
C0617,Grainne,O'Sullivan,grainne617@gmail.com,2023-05-26,17,53.04,901.68,102,Occasional,Wine,True
C0618,Ciara,Kavanagh,ciara618@gmail.com,2023-03-29,79,68.54,5414.66,1106,VIP,Non-Alcoholic,True
C0619,Sinead,Connolly,sinead.connolly@gmail.com,2024-04-08,5,49.55,247.75,55,Occasional,Food,True
C0620,Cian,O'Brien,cian620@gmail.com,2023-09-21,39,75.09,2928.51,468,Regular,Draught Beer,True
C0621,Siobhan,Kelly,siobhan621@gmail.com,2023-04-23,65,83.6,5434.0,975,VIP,Food,True
C0622,Aoife,Walsh,aoife.walsh@gmail.com,2024-03-03,111,31.0,3441.0,1332,VIP,Wine,True
C0623,Sean,Kelly,sean623@gmail.com,2023-01-13,76,23.34,1773.84,1064,VIP,Draught Beer,True
C0624,Grainne,Hennessy,grainne624@gmail.com,2023-11-02,18,76.78,1382.04,108,Occasional,Food,True
C0625,Ciara,Ryan,ciara.ryan@gmail.com,2023-04-08,8,63.19,505.52,120,Occasional,Non-Alcoholic,True
C0626,Liam,Hennessy,liam.hennessy@gmail.com,2024-01-15,80,59.88,4790.4,560,VIP,Spirits,True
C0627,Declan,Brennan,declan627@gmail.com,2023-05-14,27,21.98,593.46,351,Regular,Non-Alcoholic,True
C0628,Declan,Connolly,declan628@gmail.com,2024-01-16,42,65.46,2749.32,210,Regular,Wine,True
C0629,Conor,Kelly,conor629@gmail.com,2023-06-04,6,28.92,173.52,90,Occasional,Spirits,True
C0630,Fionn,Brennan,fionn.brennan@gmail.com,2023-05-08,20,75.89,1517.8,100,Regular,Food,True
C0631,Brendan,Doyle,brendan631@gmail.com,2024-02-23,97,62.4,6052.8,873,VIP,Food,True
C0632,Aoife,O'Brien,aoife.obrien@gmail.com,2023-10-11,87,42.16,3667.92,1131,VIP,Food,True
C0633,Siobhan,Kavanagh,siobhan633@gmail.com,2024-01-25,17,16.42,279.14,119,Occasional,Spirits,True
C0634,Caoimhe,McCarthy,caoimhe.mccarthy@gmail.com,2023-07-05,50,77.84,3892.0,750,VIP,Spirits,True
C0635,Oisin,Brennan,oisin.brennan@gmail.com,2024-01-24,6,61.43,368.58,90,Occasional,Draught Beer,True
C0636,Declan,Burke,declan.burke@gmail.com,2023-09-22,18,25.77,463.86,216,Occasional,Spirits,True
C0637,Orla,Kelly,orla637@gmail.com,2024-08-03,25,16.58,414.5,150,Regular,Food,True
C0638,Jack,O'Brien,jack.obrien@gmail.com,2023-08-11,1,81.18,81.18,11,New,Spirits,False
C0639,Jack,McCarthy,jack639@gmail.com,2024-03-24,113,80.22,9064.86,1582,VIP,Spirits,True
C0640,Brendan,Murphy,brendan.murphy@gmail.com,2023-10-19,86,55.49,4772.14,602,VIP,Wine,True
C0641,Orla,Burke,orla641@gmail.com,2023-05-25,53,49.19,2607.07,371,VIP,Food,True
C0642,Maeve,Walsh,maeve642@gmail.com,2024-05-21,95,82.59,7846.05,855,VIP,Draught Beer,True
C0643,Darragh,McCarthy,darragh643@gmail.com,2024-04-18,43,37.31,1604.33,645,Regular,Food,True
C0644,Niamh,Kavanagh,niamh644@gmail.com,2023-07-14,38,19.97,758.86,304,Regular,Food,True
C0645,Sinead,McCarthy,sinead645@gmail.com,2023-03-10,60,21.23,1273.8,360,VIP,Non-Alcoholic,True
C0646,Caoimhe,Connolly,caoimhe646@gmail.com,2023-07-27,3,50.05,150.15,18,New,Draught Beer,False
C0647,Niamh,Connolly,niamh647@gmail.com,2024-08-19,67,53.64,3593.88,871,VIP,Spirits,True
C0648,Brendan,Ryan,brendan648@gmail.com,2023-12-06,93,79.31,7375.83,1116,VIP,Non-Alcoholic,True
C0649,Caoimhe,O'Sullivan,caoimhe649@gmail.com,2023-08-31,67,45.22,3029.74,335,VIP,Non-Alcoholic,True
C0650,Cian,Connolly,cian650@gmail.com,2024-01-06,74,67.31,4980.94,888,VIP,Food,True
C0651,Darragh,McCarthy,darragh651@gmail.com,2023-07-08,110,15.44,1698.4,660,VIP,Draught Beer,True
C0652,Sinead,Kavanagh,sinead652@gmail.com,2023-04-26,53,73.38,3889.14,689,VIP,Spirits,True
C0653,Fionn,McCarthy,fionn653@gmail.com,2024-05-03,31,62.52,1938.12,310,Regular,Spirits,True
C0654,Caoimhe,Byrne,caoimhe654@gmail.com,2024-03-30,103,73.82,7603.46,1236,VIP,Spirits,True
C0655,Roisin,Murphy,roisin655@gmail.com,2023-02-18,96,68.63,6588.48,864,VIP,Draught Beer,True
C0656,Orla,Doyle,orla656@gmail.com,2024-06-11,33,23.29,768.57,363,Regular,Spirits,True
C0657,Conor,Hennessy,conor657@gmail.com,2023-12-16,79,37.07,2928.53,474,VIP,Spirits,True
C0658,Maeve,Brennan,maeve658@gmail.com,2024-08-01,38,58.52,2223.76,456,Regular,Wine,True
C0659,Niamh,Kelly,niamh659@gmail.com,2023-04-28,77,63.83,4914.91,462,VIP,Food,True
C0660,Aoife,Doyle,aoife660@gmail.com,2024-06-09,14,32.63,456.82,112,Occasional,Non-Alcoholic,True
C0661,Aoife,Kelly,aoife.kelly@gmail.com,2024-06-26,91,82.57,7513.87,637,VIP,Wine,True
C0662,Maeve,Walsh,maeve662@gmail.com,2024-03-14,79,61.89,4889.31,711,VIP,Wine,True
C0663,Fionn,Byrne,fionn663@gmail.com,2024-05-19,67,79.47,5324.49,871,VIP,Wine,True
C0664,Fionn,O'Sullivan,fionn664@gmail.com,2024-04-10,84,60.78,5105.52,756,VIP,Spirits,True
C0665,Orla,O'Sullivan,orla.osullivan@gmail.com,2024-05-07,91,46.87,4265.17,819,VIP,Food,True
C0666,Siobhan,Walsh,siobhan666@gmail.com,2024-06-03,67,66.97,4486.99,536,VIP,Food,True
C0667,Cian,Brennan,cian.brennan@gmail.com,2023-07-24,100,52.81,5281.0,1300,VIP,Wine,True
C0668,Emma,Connolly,emma.connolly@gmail.com,2023-03-20,82,78.54,6440.28,902,VIP,Draught Beer,True
C0669,Sinead,O'Brien,sinead669@gmail.com,2023-05-05,94,16.3,1532.2,1222,VIP,Spirits,True
C0670,Eoin,Hennessy,eoin670@gmail.com,2023-03-11,49,60.7,2974.3,686,Regular,Wine,True
C0671,Fionn,Burke,fionn.burke@gmail.com,2024-05-05,86,81.77,7032.22,688,VIP,Spirits,True
C0672,Niamh,Byrne,niamh672@gmail.com,2023-04-29,65,76.29,4958.85,520,VIP,Spirits,True
C0673,Roisin,O'Brien,roisin673@gmail.com,2023-01-15,33,64.41,2125.53,396,Regular,Spirits,True
C0674,Sean,Connolly,sean674@gmail.com,2024-04-03,9,17.74,159.66,126,Occasional,Spirits,True
C0675,Orla,McCarthy,orla675@gmail.com,2023-10-17,110,28.51,3136.1,770,VIP,Non-Alcoholic,True
C0676,Sean,O'Sullivan,sean676@gmail.com,2024-01-12,10,42.73,427.3,50,Occasional,Food,True
C0677,Caoimhe,Hennessy,caoimhe677@gmail.com,2023-06-23,14,19.79,277.06,70,Occasional,Food,True
C0678,Emma,Ryan,emma678@gmail.com,2023-01-31,99,66.47,6580.53,990,VIP,Spirits,True
C0679,Liam,Doyle,liam679@gmail.com,2023-10-04,31,24.86,770.66,341,Regular,Food,True
C0680,Sean,McCarthy,sean680@gmail.com,2023-03-08,34,16.57,563.38,442,Regular,Draught Beer,True
C0681,Brendan,McCarthy,brendan681@gmail.com,2023-10-13,75,77.05,5778.75,600,VIP,Wine,True
C0682,Maeve,O'Brien,maeve682@gmail.com,2023-02-11,80,57.17,4573.6,640,VIP,Wine,True
C0683,Caoimhe,Kelly,caoimhe683@gmail.com,2024-05-21,95,84.87,8062.65,1425,VIP,Food,True
C0684,Sean,Murphy,sean684@gmail.com,2023-01-09,76,69.98,5318.48,1064,VIP,Spirits,True
C0685,Cian,Doyle,cian685@gmail.com,2023-08-25,104,82.73,8603.92,1560,VIP,Wine,True
C0686,Caoimhe,Hennessy,caoimhe686@gmail.com,2024-03-08,26,24.95,648.7,286,Regular,Non-Alcoholic,True
C0687,Orla,Murphy,orla687@gmail.com,2024-03-25,97,78.09,7574.73,1261,VIP,Wine,True
C0688,Brendan,Connolly,brendan688@gmail.com,2024-04-02,19,66.74,1268.06,190,Occasional,Spirits,True
C0689,Caoimhe,McCarthy,caoimhe689@gmail.com,2024-05-09,108,70.45,7608.6,1080,VIP,Non-Alcoholic,True
C0690,Liam,Kelly,liam690@gmail.com,2024-04-21,102,26.35,2687.7,612,VIP,Wine,True
C0691,Cian,Kelly,cian691@gmail.com,2023-08-06,104,38.83,4038.32,1560,VIP,Spirits,True
C0692,Sean,Burke,sean692@gmail.com,2024-07-29,59,59.46,3508.14,708,VIP,Draught Beer,True
C0693,Patrick,Ryan,patrick693@gmail.com,2023-03-01,19,68.75,1306.25,190,Occasional,Non-Alcoholic,True
C0694,Aoife,Byrne,aoife694@gmail.com,2024-07-17,70,67.18,4702.6,630,VIP,Draught Beer,True
C0695,Oisin,Doyle,oisin695@gmail.com,2024-03-04,32,57.4,1836.8,160,Regular,Spirits,True
C0696,Sean,Ryan,sean696@gmail.com,2024-04-10,71,27.31,1939.01,568,VIP,Food,True
C0697,Sean,Murphy,sean697@gmail.com,2023-04-20,35,45.58,1595.3,175,Regular,Spirits,True
C0698,Cian,Walsh,cian698@gmail.com,2023-11-24,3,71.08,213.24,36,New,Food,False
C0699,Fionn,Kavanagh,fionn699@gmail.com,2024-03-11,52,64.73,3365.96,468,VIP,Spirits,True
C0700,Oisin,Ryan,oisin700@gmail.com,2023-07-13,108,21.1,2278.8,540,VIP,Draught Beer,True
C0701,Sean,Connolly,sean701@gmail.com,2023-02-18,68,58.99,4011.32,476,VIP,Food,True
C0702,Sinead,Kavanagh,sinead702@gmail.com,2024-05-20,54,27.13,1465.02,324,VIP,Wine,True
C0703,Niamh,Ryan,niamh703@gmail.com,2024-01-20,5,55.67,278.35,55,Occasional,Food,True
C0704,Niamh,McCarthy,niamh704@gmail.com,2023-09-20,45,68.43,3079.35,450,Regular,Food,True
C0705,Eoin,Walsh,eoin705@gmail.com,2023-11-24,109,42.91,4677.19,1308,VIP,Wine,True
C0706,Sean,Walsh,sean.walsh@gmail.com,2024-05-10,88,70.18,6175.84,1144,VIP,Draught Beer,True
C0707,Conor,O'Sullivan,conor707@gmail.com,2024-01-08,37,17.06,631.22,296,Regular,Wine,True
C0708,Roisin,Hennessy,roisin708@gmail.com,2023-11-16,102,80.34,8194.68,1224,VIP,Spirits,True
C0709,Caoimhe,Byrne,caoimhe709@gmail.com,2023-05-06,32,58.35,1867.2,224,Regular,Non-Alcoholic,True
C0710,Emma,Doyle,emma710@gmail.com,2024-05-16,76,46.87,3562.12,684,VIP,Wine,True
C0711,Aoife,Brennan,aoife711@gmail.com,2024-07-04,72,49.28,3548.16,360,VIP,Spirits,True
C0712,Grainne,McCarthy,grainne.mccarthy@gmail.com,2023-10-21,84,51.26,4305.84,840,VIP,Draught Beer,True
C0713,Oisin,Walsh,oisin713@gmail.com,2024-07-26,97,38.04,3689.88,1261,VIP,Food,True
C0714,Niamh,O'Sullivan,niamh714@gmail.com,2024-08-07,120,57.94,6952.8,840,VIP,Food,True
C0715,Oisin,Ryan,oisin715@gmail.com,2024-04-30,100,72.04,7204.0,1100,VIP,Non-Alcoholic,True
C0716,Caoimhe,Hennessy,caoimhe716@gmail.com,2023-12-16,73,59.28,4327.44,876,VIP,Non-Alcoholic,True
C0717,Conor,Burke,conor717@gmail.com,2023-01-29,119,20.36,2422.84,1428,VIP,Food,True
C0718,Emma,Doyle,emma718@gmail.com,2024-05-16,34,35.7,1213.8,374,Regular,Non-Alcoholic,True
